q1,q2,q3,xe,ye,thetae 
1.11,-2.38,-1,0.68,-5.77,-130.06
2.37,-0.26,0,-12.21,16.89,120.89
2.92,-2.8,1,3.17,8.68,64.17
2.24,-0.67,-1,1.56,16.27,32.66
2.36,-0.9,-1,2.08,15.0,26.36
0.31,-2.54,1,4.72,-10.0,-70.47
2.17,-2.84,-1,0.85,-5.53,-95.68
1.81,-1.22,-1,10.58,7.9,-23.49
0.63,-0.24,1,13.39,13.67,79.64
1.35,-0.28,1,1.54,19.12,118.6
2.84,-3.13,0,6.73,-1.92,-16.62
2.9,-0.49,1,-18.75,4.49,195.38
2.9,-2.5,0,6.1,7.13,22.92
2.14,-0.24,-1,-1.68,18.0,51.57
0.16,-2.94,0,-6.18,-3.84,-159.28
2.61,-2.32,-1,5.98,0.99,-40.68
2.41,-1.22,-1,4.27,12.5,10.89
2.18,-2.86,1,8.08,3.54,18.33
2.16,-3.12,0,4.14,-5.65,-55.0
0.32,-0.55,0,20.28,-0.99,-13.18
2.22,-1.07,0,1.49,18.35,65.89
0.54,-0.26,1,14.74,12.24,73.34
2.54,-3.13,1,6.47,2.86,23.49
1.74,-2.49,0,9.06,-2.64,-42.97
0.63,-1.35,0,16.18,-5.11,-41.25
1.05,-0.33,0,14.01,15.3,41.25
1.02,-0.56,-1,15.94,5.47,-30.94
1.0,-2.04,-1,4.16,-6.39,-116.88
2.15,-1.34,1,-0.66,17.73,103.71
2.26,-2.4,-1,5.4,-1.93,-65.32
2.65,-0.01,-2,-6.69,10.85,36.67
2.73,-1.96,-1,5.43,6.08,-13.18
1.21,-1.63,0,15.25,0.84,-24.06
1.47,-1.68,-1,10.02,-1.04,-69.33
2.71,-2.86,0,7.48,0.84,-8.59
0.11,-0.25,0,20.82,-1.19,-8.02
0.58,-1.09,1,18.14,3.71,28.07
0.08,-1.45,-1,3.36,-11.18,-135.79
2.16,-1.23,0,4.48,17.04,53.29
3.08,-1.99,-1,3.22,7.27,5.16
2.2,-1.46,2,-5.39,13.12,156.99
2.78,-1.93,0,2.69,12.99,48.7
0.59,-0.23,-1,17.98,2.18,-36.67
2.37,-2.17,-1,6.72,1.25,-45.84
1.67,-1.33,-1,11.44,5.01,-37.82
2.69,-0.64,0,-12.75,15.48,117.46
0.58,-0.4,-1,17.52,-0.03,-46.98
2.17,-0.07,-1,-4.31,18.06,63.03
1.43,-1.71,0,14.44,3.06,-16.04
2.53,-2.12,-1,6.51,2.91,-33.8
2.35,-2.93,-1,0.87,-5.86,-90.53
0.06,-1.67,-1,0.68,-10.12,-149.54
1.11,-0.02,0,9.59,18.68,62.45
1.01,-0.67,0,16.92,10.6,19.48
2.17,-0.08,0,-10.89,17.94,119.75
1.46,-0.49,0,8.69,18.51,55.58
1.04,-0.57,0,16.03,12.38,26.93
1.54,-2.93,0,2.73,-6.78,-79.64
0.08,-2.87,-1,-5.17,2.38,-217.15
0.36,-1.14,0,16.5,-7.38,-44.69
1.77,-2.07,0,11.99,2.72,-17.19
0.52,-0.42,0,20.0,4.88,5.73
0.63,-3.09,1,0.99,-7.24,-83.65
0.71,-2.41,1,9.76,-6.89,-40.11
0.7,-2.93,2,7.88,-2.62,-13.18
0.18,-0.07,1,16.96,8.29,63.6
2.46,-3.09,0,5.88,-3.84,-36.1
2.12,-2.95,-1,-0.72,-5.96,-104.85
1.88,-1.96,1,9.09,11.68,52.71
0.23,-1.7,-1,2.04,-9.72,-141.52
0.14,-1.77,0,6.1,-13.0,-93.39
1.6,-2.44,0,9.14,-3.43,-48.13
0.6,-1.84,-1,3.71,-8.16,-128.34
1.28,-2.3,1,12.67,0.6,-1.15
2.56,-1.12,-1,1.4,13.77,25.21
2.14,-1.27,2,-6.0,13.12,164.44
2.03,-0.01,0,-9.18,18.89,115.74
2.88,-0.87,-1,-6.02,14.07,57.87
0.97,-2.04,-2,0.34,-0.87,-175.9
2.2,-1.38,-1,7.54,9.52,-10.31
1.09,-0.64,1,10.38,16.2,83.08
1.27,-0.07,1,0.49,18.87,126.05
2.98,-1.33,0,-8.02,15.08,94.54
0.98,-0.58,1,11.54,15.44,80.21
1.93,-2.48,0,9.47,-0.76,-31.51
3.01,-2.87,1,2.92,8.26,65.32
0.67,-3.1,1,1.17,-7.16,-81.93
2.03,-0.88,0,2.62,19.05,65.89
1.85,-2.67,-1,1.12,-5.17,-104.28
0.92,-1.58,-1,9.15,-5.69,-95.11
2.23,-1.8,-2,2.08,1.45,-89.95
1.8,-0.9,1,0.5,18.92,108.86
1.63,-1.78,-1,9.37,-0.45,-65.89
0.45,-0.72,0,19.8,-0.69,-15.47
3.01,-1.79,1,-8.77,13.07,127.2
0.87,-2.23,1,12.53,-3.96,-20.63
2.29,-0.13,2,-12.17,5.13,238.35
2.21,-2.18,1,6.42,11.83,59.01
1.09,-2.8,-1,-4.09,-3.65,-155.27
2.12,-3.07,0,4.49,-5.42,-54.43
1.48,-2.9,0,2.74,-6.87,-81.36
2.83,-0.1,0,-19.49,7.75,156.42
1.5,-2.47,2,8.06,7.21,59.01
0.68,-1.5,-1,8.49,-7.5,-104.28
0.55,-0.39,1,15.67,11.19,66.46
1.65,-2.36,-1,3.78,-4.52,-97.98
3.05,-1.07,0,-12.54,13.48,113.45
0.2,-2.97,0,-6.18,-3.69,-158.71
2.91,-0.67,0,-15.5,12.59,128.34
2.28,-0.38,0,-9.08,18.56,108.86
1.48,-0.49,1,1.63,19.22,114.02
0.77,-0.79,-1,15.69,-1.23,-58.44
2.14,-2.23,-1,6.44,-0.94,-62.45
2.37,-0.05,-1,-8.05,16.79,75.63
1.16,-2.45,0,6.68,-7.03,-73.91
2.07,-1.98,1,6.86,12.98,62.45
1.01,-2.37,1,11.74,-3.38,-20.63
2.31,-0.67,-1,0.41,16.34,36.67
2.65,-2.44,-1,5.6,-0.21,-45.26
0.16,-2.66,0,-4.31,-7.26,-143.24
0.87,-1.55,0,15.4,-3.45,-38.96
3.02,-0.95,-1,-6.94,13.14,61.31
1.0,-0.53,1,10.73,16.02,84.22
0.94,-0.43,1,10.66,16.06,86.52
0.75,-0.51,0,18.72,8.1,13.75
1.67,-2.27,0,10.86,-0.94,-34.38
2.64,-2.47,1,3.49,11.0,67.04
1.16,-2.74,0,2.67,-7.58,-90.53
1.22,-1.66,0,15.07,0.61,-25.21
1.55,-2.43,1,11.56,2.44,6.88
1.33,-2.77,2,8.51,3.58,32.09
2.65,-0.36,0,-15.39,13.84,131.21
2.66,-2.29,0,6.85,8.3,21.2
0.94,-1.84,-1,6.22,-6.45,-108.86
0.1,-1.39,0,10.84,-12.75,-73.91
2.83,-2.33,-1,5.62,2.15,-28.65
3.1,-0.7,0,-17.32,9.75,137.51
1.06,-3.02,1,4.78,-6.1,-55.0
0.13,-3.1,-1,-4.69,4.87,-227.46
1.43,-1.26,-1,12.61,2.95,-47.56
2.8,-2.4,-1,5.63,1.12,-34.38
2.85,-0.87,1,-16.4,9.56,170.74
0.93,-0.49,1,11.43,15.53,82.51
2.21,-1.22,-1,6.66,11.4,-0.57
0.0,-2.69,-1,-5.27,0.59,-211.42
1.0,-0.25,0,14.03,15.43,42.97
0.35,-1.53,-1,5.24,-9.81,-124.9
0.79,-1.84,-1,5.18,-7.31,-117.46
1.55,-0.7,-1,11.69,11.21,-8.59
2.95,-1.92,0,0.34,13.34,59.01
1.14,-1.84,0,13.63,-2.66,-40.11
1.1,-0.62,0,15.59,12.7,27.5
2.9,-2.31,-1,5.44,2.78,-23.49
2.06,-2.22,1,8.29,10.28,48.13
0.15,-1.58,-2,1.19,-3.89,-196.52
2.9,-0.51,0,-17.03,11.23,136.94
0.62,-2.79,1,4.48,-8.16,-67.04
1.28,-1.53,0,15.57,3.24,-14.32
2.25,-0.99,0,-0.12,18.78,72.19
0.49,-1.74,-1,3.99,-8.8,-128.92
1.08,-2.06,0,11.1,-5.45,-56.15
0.25,-2.52,1,4.35,-10.31,-72.77
0.92,-2.98,-1,-6.03,-1.18,-175.33
2.11,-2.33,0,10.07,2.95,-12.61
2.41,-1.53,0,3.71,15.47,50.42
1.09,-1.71,1,15.44,4.74,21.77
1.68,-0.29,1,-4.62,18.62,136.94
0.38,-1.98,-1,0.3,-8.01,-148.97
1.74,-2.87,1,8.75,-0.34,-7.45
1.49,-2.28,1,12.34,3.46,12.03
0.19,-2.45,0,-2.03,-9.48,-129.49
2.01,-2.53,-1,3.45,-4.13,-87.09
1.98,-1.1,0,6.13,17.21,50.42
0.85,-0.29,0,16.48,12.7,32.09
2.04,-1.44,1,2.41,17.19,91.67
0.7,-2.44,0,3.0,-9.29,-99.69
2.35,-3.06,0,5.7,-4.15,-40.68
0.2,-2.1,-1,-2.2,-6.91,-166.16
2.38,-0.09,1,-16.6,9.06,188.5
0.97,-0.66,1,12.43,14.67,75.06
2.07,-3.08,1,7.37,0.15,-0.57
0.45,-1.45,0,13.87,-8.74,-57.3
1.1,-1.13,0,17.17,5.82,-1.72
1.36,-2.25,0,10.28,-4.03,-50.99
1.34,-1.79,-2,2.51,-0.69,-140.37
2.12,-2.34,0,10.01,2.92,-12.61
0.44,-0.06,-1,18.53,1.51,-35.52
0.14,-0.66,1,19.22,0.73,27.5
0.29,-1.86,1,12.61,-8.78,-32.66
1.38,-0.35,1,1.83,19.15,116.31
2.1,-0.37,-1,0.57,17.62,41.83
1.9,-0.44,0,-0.72,20.54,83.65
2.84,-2.82,0,7.31,2.36,1.15
3.02,-2.13,0,1.86,11.73,50.99
0.18,-2.58,0,-3.44,-8.2,-137.51
0.5,-2.6,0,-0.92,-8.73,-120.32
0.32,-1.82,1,13.28,-8.14,-28.65
2.59,-2.33,1,2.94,12.13,72.19
1.41,-0.74,0,12.09,15.6,38.39
3.03,-1.35,0,-8.48,14.7,96.26
1.45,-2.12,1,12.95,4.87,18.91
0.9,-0.92,0,18.35,5.2,-1.15
1.3,-1.39,-1,12.08,-0.09,-62.45
1.89,-0.8,0,4.28,19.06,62.45
0.12,-1.22,0,13.3,-11.64,-63.03
0.87,-2.59,-1,-2.91,-4.44,-155.84
0.41,-0.21,-1,18.16,-0.84,-45.84
2.22,-0.97,0,0.18,18.86,71.62
2.04,-2.8,-1,0.59,-5.45,-100.84
1.35,-2.23,0,10.45,-3.96,-50.42
2.52,-0.45,0,-12.39,16.37,118.6
0.11,-1.95,1,9.77,-11.19,-48.13
2.66,-0.91,0,-8.7,17.02,100.27
1.36,-0.79,-1,13.72,7.7,-24.64
2.49,-2.29,1,3.83,12.16,68.75
0.35,-2.67,1,3.55,-9.51,-75.63
1.86,-2.13,-1,6.82,-1.84,-72.77
1.54,-0.38,0,5.81,19.83,66.46
2.85,-2.17,1,-2.02,13.37,96.26
0.17,-1.37,0,11.97,-11.86,-68.75
1.48,-2.38,0,9.34,-4.0,-51.57
0.25,-0.35,-2,10.21,-5.01,-120.32
0.18,-0.73,0,18.82,-6.06,-31.51
2.14,-2.05,1,6.44,12.73,62.45
1.61,-2.44,0,9.17,-3.34,-47.56
0.09,-3.1,0,-6.91,-1.21,-172.46
3.03,-0.57,-1,-11.62,12.15,83.65
1.79,-0.48,2,-6.62,12.42,189.65
2.34,-2.95,1,7.34,3.68,22.35
2.24,-0.65,1,-10.44,16.16,148.4
2.76,-0.46,0,-15.82,13.05,131.78
0.3,-3.0,0,-5.97,-3.91,-154.7
2.62,-1.34,-1,2.67,12.13,16.04
2.57,-3.09,0,6.26,-3.17,-29.79
2.98,-0.86,1,-17.56,7.25,178.76
2.35,-1.61,1,-0.93,16.6,99.69
1.69,-1.77,0,13.12,5.83,-4.58
1.14,-2.26,1,12.92,-0.78,-6.88
2.44,-0.4,0,-11.68,17.01,116.88
2.22,-2.92,-1,0.22,-5.88,-97.4
0.15,-1.31,-1,5.83,-11.19,-123.76
1.78,-2.95,-1,-2.67,-5.38,-124.33
1.72,-0.6,0,5.06,19.52,64.17
2.31,-2.35,-1,5.82,-1.14,-59.59
0.59,-0.37,0,19.48,6.95,12.61
0.4,-0.12,1,15.18,11.37,73.34
2.45,-0.36,0,-12.34,16.62,119.75
0.76,-0.55,0,18.77,7.74,12.03
0.11,-2.3,-1,-4.1,-4.59,-182.77
2.19,-0.92,0,0.09,19.07,72.77
2.87,-2.95,1,4.47,6.89,52.71
1.9,-2.33,-1,5.08,-3.22,-81.93
0.2,-1.65,0,8.55,-12.51,-83.08
2.27,-2.81,-1,1.71,-5.24,-88.24
1.28,-2.42,-1,1.16,-5.55,-122.61
2.63,-2.62,-1,4.74,-2.36,-56.72
1.6,-1.37,-1,11.64,3.72,-44.12
1.65,-0.7,0,7.59,18.37,54.43
2.61,-0.95,1,-12.86,13.76,152.41
0.69,-2.74,-1,-4.8,-2.4,-174.75
2.0,-0.3,-1,1.54,17.82,40.11
1.92,-2.58,1,9.73,4.62,19.48
2.2,-0.79,2,-9.75,10.71,195.38
0.52,-1.78,1,14.98,-4.99,-14.9
2.38,-0.87,-2,1.54,8.52,-28.07
0.4,-1.2,-1,9.73,-9.11,-103.13
2.49,-0.44,0,-12.02,16.67,117.46
1.74,-2.12,1,11.02,8.37,35.52
1.17,-2.87,0,0.93,-7.44,-97.4
0.68,-2.76,-2,-2.11,3.94,-233.77
2.94,-1.06,-1,-4.53,13.46,50.42
1.28,-1.0,1,10.74,15.35,73.34
2.75,-2.4,1,1.64,11.9,77.35
2.14,-0.57,1,-9.65,16.68,147.25
0.6,-1.64,0,12.86,-8.12,-59.59
2.29,-0.1,1,-15.67,10.63,182.77
1.66,-2.85,-1,-2.08,-5.23,-125.48
0.59,-1.25,-1,10.72,-7.37,-95.11
2.34,-0.53,1,-13.15,14.11,161.0
0.63,-1.23,-1,11.23,-6.83,-91.67
0.57,-0.36,1,15.21,11.79,69.33
0.14,-1.35,0,11.87,-12.12,-69.33
1.79,-2.49,1,10.52,4.39,17.19
2.41,-0.13,1,-16.7,9.02,187.93
0.62,-0.04,-1,17.94,5.05,-24.06
2.55,-2.71,0,8.01,1.67,-9.17
2.48,-0.66,1,-13.89,13.3,161.57
2.36,-2.76,-1,2.67,-4.69,-80.21
0.86,-0.12,1,8.56,16.92,99.69
0.45,-1.67,1,15.54,-5.06,-12.61
1.47,-3.08,1,6.17,-4.04,-34.95
2.27,-1.8,1,2.44,15.49,84.22
1.96,-0.34,1,-9.07,16.96,150.11
1.64,-0.31,-1,7.81,16.05,18.91
2.13,-2.38,1,8.19,8.97,42.97
2.62,-0.23,-1,-9.92,15.15,79.64
1.74,-0.84,0,7.52,17.87,51.57
0.59,-1.07,1,18.1,4.14,29.79
2.74,-0.72,0,-12.52,15.35,115.74
0.85,-1.81,-1,5.98,-6.95,-112.3
2.5,-1.33,0,-0.15,17.08,67.04
0.07,-1.63,0,7.13,-13.51,-89.38
1.3,-0.46,-1,13.46,10.84,-9.17
0.82,-1.26,1,17.04,5.85,32.09
0.13,-1.76,-1,0.42,-9.51,-150.69
0.68,-0.23,0,18.05,10.49,25.78
2.94,-1.72,-1,2.38,9.5,12.61
2.98,-0.64,-1,-10.18,12.97,76.78
1.02,-0.87,1,13.44,13.4,65.89
2.88,-2.33,0,5.17,9.13,31.51
2.97,-3.09,0,7.0,-0.48,-6.88
0.87,-1.16,0,17.93,1.35,-16.62
1.33,-1.19,0,15.53,8.75,8.02
0.55,-2.89,0,-3.77,-6.4,-134.07
1.98,-2.08,-1,7.36,-0.52,-63.03
1.75,-2.58,-1,1.68,-5.04,-104.85
2.87,-0.08,-1,-14.84,11.12,102.56
1.19,-0.22,-1,13.56,12.06,-1.72
0.16,-2.48,-1,-4.75,-2.77,-190.22
0.1,-1.5,0,9.34,-13.1,-80.21
2.61,-2.51,1,4.11,10.49,63.03
3.04,-0.53,1,-19.14,2.32,201.11
2.42,-2.57,1,6.29,8.84,48.7
2.67,-1.92,0,4.01,12.72,42.97
0.14,-0.97,0,16.38,-9.35,-47.56
2.91,-2.5,1,0.73,11.31,80.79
0.72,-1.0,-1,14.0,-4.02,-73.34
1.05,-3.04,-1,-6.29,-1.38,-171.31
1.83,-3.11,0,2.22,-6.65,-73.34
2.75,-1.58,-1,3.16,10.3,9.74
2.17,-1.22,1,-2.47,17.98,111.73
0.13,-1.4,1,15.76,-7.65,-15.47
2.46,-2.09,1,2.49,13.8,78.5
2.19,-2.31,-1,5.94,-1.44,-64.17
0.18,-1.93,-1,-0.83,-8.31,-157.56
2.65,-0.9,1,-13.89,12.86,157.56
2.79,-2.0,-1,5.2,5.92,-12.03
1.8,-2.06,1,10.34,9.74,42.4
2.43,-0.14,2,-12.78,3.45,245.8
2.81,-2.96,1,4.92,6.49,48.7
2.4,-0.72,-1,-0.48,16.09,38.96
1.9,-0.99,-1,9.0,11.52,-5.16
0.17,-0.01,-1,18.48,-2.91,-48.13
1.27,-1.43,1,13.66,10.78,48.13
0.73,-2.89,0,-2.56,-6.97,-123.76
0.66,-2.95,1,2.86,-7.7,-73.91
1.7,-0.6,1,-1.26,19.22,120.32
1.43,-0.58,-1,12.52,11.14,-8.59
1.81,-0.2,-1,3.8,17.81,34.95
2.63,-0.38,-1,-8.29,15.52,71.62
0.29,-0.74,1,18.98,2.62,31.51
2.41,-1.14,1,-7.64,16.72,130.06
0.86,-1.72,0,13.7,-5.3,-49.27
1.96,-0.08,1,-11.55,14.95,165.01
1.4,-1.58,-1,10.74,-0.83,-67.61
2.56,-1.19,-1,2.07,13.24,21.2
1.71,-0.38,0,2.37,20.53,76.2
1.62,-2.49,1,11.11,2.55,7.45
0.4,-1.06,1,18.58,0.77,19.48
0.88,-1.11,1,16.3,8.67,44.12
2.83,-0.95,1,-15.55,10.62,165.01
0.51,-0.83,-1,14.49,-5.57,-75.63
0.83,-2.84,1,5.47,-7.1,-57.87
0.8,-2.92,1,4.27,-7.25,-64.17
0.91,-0.17,0,14.63,14.97,42.4
0.53,-2.01,0,7.31,-10.4,-84.8
3.12,-2.6,1,-0.57,10.62,87.09
0.58,-3.06,0,-5.19,-4.77,-142.09
1.45,-3.09,1,5.97,-4.21,-36.67
2.41,-0.93,0,-3.94,18.62,84.8
0.77,-3.02,1,2.84,-7.22,-71.62
0.42,-1.02,0,17.95,-5.05,-34.38
1.29,-1.59,0,15.31,2.59,-17.19
1.35,-3.05,1,5.99,-4.62,-40.11
0.13,-0.38,-1,15.93,-7.47,-71.62
1.04,-2.8,1,7.3,-5.66,-43.54
3.1,-0.49,1,-19.27,0.68,206.84
3.01,-2.14,-1,4.52,5.36,-7.45
3.11,-3.14,1,3.96,5.79,55.58
0.23,-2.96,-1,-5.42,2.68,-213.71
2.42,-3.12,-1,-0.8,-6.83,-97.4
0.74,-2.22,-1,0.28,-6.55,-142.09
0.35,-1.16,-1,9.74,-9.47,-103.71
0.25,-0.11,1,16.64,9.07,65.32
0.72,-2.81,-1,-5.2,-1.82,-177.04
1.98,-1.72,-1,9.15,3.5,-42.4
2.99,-2.45,1,-0.7,11.65,88.24
1.73,-1.54,1,8.37,14.73,68.18
1.76,-2.1,-1,6.88,-2.27,-76.78
2.46,-2.85,1,6.78,5.76,34.95
0.87,-3.06,0,-3.61,-6.05,-125.48
0.8,-2.39,-1,-1.22,-5.65,-148.4
0.97,-2.13,0,9.55,-7.06,-66.46
1.77,-2.75,0,6.41,-4.77,-56.15
0.76,-1.49,1,17.04,2.02,15.47
1.36,-0.18,-1,11.02,14.57,10.31
0.74,-0.79,0,19.15,4.02,-2.86
3.03,-2.13,1,-4.87,12.89,108.86
2.5,-1.94,2,-5.53,11.75,146.68
0.13,-0.2,-1,17.28,-5.72,-61.31
0.37,-2.44,1,6.54,-9.75,-61.31
0.27,-2.71,0,-3.95,-7.17,-139.8
1.91,-0.04,-1,0.12,18.64,49.85
1.21,-0.57,-1,14.64,8.26,-20.63
2.11,-0.8,1,-6.51,17.94,132.35
0.61,-0.19,1,13.18,13.78,81.36
0.24,-2.21,1,8.04,-10.56,-55.58
0.89,-0.26,-1,16.59,7.03,-21.2
0.55,-0.82,-1,14.79,-4.89,-72.77
1.01,-2.26,0,8.14,-7.36,-71.62
3.11,-1.2,0,-11.65,13.42,109.43
2.49,-0.34,0,-13.23,15.96,123.19
2.68,-2.02,1,-1.36,14.38,95.11
0.07,-0.67,-1,12.56,-10.46,-91.67
1.59,-2.64,1,10.34,0.58,-2.86
2.33,-1.03,-1,3.74,13.89,17.19
1.66,-1.62,0,13.37,7.53,2.29
1.11,-3.02,-1,-6.03,-1.94,-166.73
0.6,-0.97,0,18.83,-1.11,-21.2
1.0,-0.64,-2,9.85,1.37,-93.97
3.06,-2.79,1,1.84,9.12,72.77
1.26,-2.85,1,7.82,-4.23,-33.8
2.73,-0.91,-1,-3.37,14.7,46.98
0.05,-0.87,-1,10.04,-11.55,-104.28
0.81,-0.42,1,12.56,14.62,79.64
0.76,-1.16,0,17.97,-0.63,-22.92
1.21,-2.52,0,6.08,-6.98,-75.06
1.58,-2.09,2,6.61,10.56,85.37
1.24,-2.01,-1,5.91,-5.11,-101.41
1.98,-2.7,1,9.2,3.74,16.04
3.13,-2.21,1,-5.15,12.23,110.01
0.72,-1.88,-1,4.17,-7.62,-123.76
2.25,-0.54,0,-6.34,19.31,97.98
2.78,-2.7,1,3.73,9.21,61.88
1.72,-1.01,-1,10.98,9.48,-16.62
0.13,-1.86,1,11.05,-10.67,-41.83
2.54,-1.24,0,-2.03,17.45,74.48
1.31,-0.48,0,11.25,17.09,47.56
2.06,-0.24,0,-6.74,19.75,104.28
2.05,-2.43,1,8.97,7.68,35.52
2.31,-2.19,1,5.28,12.31,64.17
2.76,-2.54,-1,5.31,-0.79,-44.69
1.51,-0.33,0,5.76,19.93,67.61
1.51,-0.09,1,-3.78,18.53,138.66
0.48,-0.68,0,19.93,0.45,-11.46
2.23,-2.76,1,7.99,5.16,26.93
2.7,-2.57,0,7.55,4.81,7.45
3.09,-1.56,-1,-0.67,10.89,30.37
0.84,-0.61,-1,16.51,1.94,-44.12
2.21,-1.45,-1,7.7,8.78,-13.75
0.88,-1.94,1,14.87,-1.13,-3.44
1.32,-0.58,1,5.73,18.4,99.69
2.16,-2.53,1,8.29,7.41,36.1
0.42,-0.84,-1,13.83,-6.92,-81.36
1.0,-2.99,1,4.77,-6.36,-56.72
1.07,-1.77,1,15.4,3.7,17.19
1.1,-1.44,0,16.37,1.57,-19.48
0.89,-1.44,0,16.34,-1.88,-31.51
0.94,-1.97,0,11.34,-6.35,-59.01
1.87,-1.36,0,10.16,13.52,29.22
2.17,-2.65,-1,2.9,-4.42,-84.8
1.46,-2.3,0,10.12,-3.47,-48.13
2.4,-2.44,0,8.83,4.17,-2.29
1.62,-2.2,0,11.37,-0.68,-33.23
0.04,-0.19,-1,16.78,-7.16,-65.89
1.65,-2.56,-1,1.41,-5.15,-109.43
2.57,-0.89,-1,-1.21,15.15,38.96
1.05,-2.71,0,2.24,-7.87,-95.11
2.63,-3.05,1,6.14,4.41,33.23
0.36,-2.75,0,-3.68,-7.09,-136.94
2.78,-1.72,-1,3.86,9.0,3.44
0.37,-1.88,1,13.06,-7.87,-29.22
1.23,-2.49,0,6.62,-6.73,-72.19
1.37,-1.64,0,14.89,3.13,-15.47
0.4,-3.07,1,-0.48,-7.42,-95.68
0.59,-2.89,1,3.03,-8.07,-74.48
3.08,-0.38,0,-19.64,6.41,154.7
2.89,-2.81,2,-3.21,8.41,119.18
2.0,-0.03,-1,-1.68,18.59,55.58
1.67,-0.42,0,3.72,20.25,71.62
0.16,-0.37,0,20.6,-1.8,-12.03
0.21,-3.11,1,-2.21,-6.84,-108.86
0.86,-2.64,0,1.66,-8.39,-101.99
0.1,-2.45,0,-2.87,-9.26,-134.65
2.8,-2.39,1,0.95,12.04,80.79
2.71,-2.53,-1,5.3,-0.94,-46.98
1.43,-2.87,-2,-4.8,2.05,-197.1
2.79,-0.16,0,-18.78,9.26,150.69
1.33,-2.56,0,6.35,-6.4,-70.47
1.75,-2.94,-1,-2.71,-5.31,-125.48
3.02,-2.18,0,2.4,11.27,48.13
1.5,-2.08,1,12.74,6.0,24.06
2.69,-0.03,0,-18.71,9.54,152.41
2.87,-2.73,1,3.11,9.22,65.32
0.42,-1.3,1,17.8,-1.7,6.88
2.06,-1.6,-1,8.99,5.69,-30.94
0.61,-2.21,-1,-0.47,-6.6,-148.97
0.73,-1.97,1,14.29,-3.62,-13.75
1.02,-2.46,0,5.49,-7.92,-82.51
2.49,-2.01,-1,6.72,4.0,-29.79
0.29,-1.57,-1,4.16,-10.02,-130.63
3.03,-1.82,1,-8.66,12.95,126.62
2.85,-1.11,-1,-2.71,13.63,42.4
1.92,-0.95,-1,8.56,12.14,-1.72
2.11,-0.12,1,-13.36,13.46,171.31
0.97,-0.59,-2,10.11,1.38,-92.82
0.33,-2.84,-1,-5.56,0.66,-201.11
0.33,-2.63,0,-2.71,-8.17,-131.78
2.17,-3.02,0,5.29,-4.74,-48.7
0.43,-2.42,1,7.35,-9.33,-56.72
1.25,-0.13,0,8.31,19.24,64.17
1.56,-1.31,0,13.64,10.46,14.32
2.26,-1.45,-1,7.25,9.15,-10.89
1.02,-0.9,-1,15.07,1.41,-50.42
0.39,-1.95,0,6.63,-11.34,-89.38
1.28,-1.86,1,14.25,5.72,24.06
0.72,-0.04,0,16.15,13.42,38.96
0.93,-1.12,0,17.93,2.97,-10.89
0.76,-0.37,-1,17.29,3.47,-34.95
0.68,-1.58,-1,7.53,-7.71,-108.86
2.36,-0.5,1,-13.69,13.59,163.87
2.08,-0.64,0,-1.59,19.99,82.51
3.02,-2.84,1,2.61,8.57,67.61
2.71,-2.66,-1,4.7,-2.42,-54.43
1.38,-2.87,0,2.46,-7.08,-85.37
2.86,-2.09,-1,5.12,5.22,-13.18
0.77,-1.01,0,18.62,1.55,-13.75
1.32,-0.81,-1,14.02,6.9,-28.07
2.77,-1.88,1,-4.31,14.63,108.29
2.15,-0.81,0,-0.63,19.49,76.78
0.46,-0.58,1,17.68,7.66,50.42
3.14,-1.91,1,-8.95,12.14,127.77
1.58,-1.08,-2,6.57,3.37,-85.94
2.71,-2.45,0,7.17,6.53,14.9
2.52,-0.37,1,-16.52,9.88,180.48
1.21,-3.08,1,4.92,-5.49,-49.85
2.46,-2.02,1,1.81,14.33,82.51
1.37,-2.83,1,8.44,-3.21,-26.36
0.94,-3.06,0,-3.18,-6.29,-121.47
1.11,-2.51,1,10.75,-3.35,-22.92
0.29,-1.73,0,8.53,-11.88,-82.51
2.6,-0.62,0,-11.57,16.45,113.45
3.05,-0.77,0,-16.09,11.26,130.63
2.27,-0.1,-1,-5.72,17.58,67.04
0.5,-1.76,-1,3.83,-8.71,-129.49
2.62,-0.37,-1,-8.26,15.58,71.62
3.08,-0.37,1,-19.24,-0.41,212.57
2.63,-0.12,1,-18.28,5.04,201.11
2.12,-0.05,1,-13.99,12.62,175.9
1.58,-2.77,0,5.14,-6.0,-68.18
0.46,-2.83,-1,-5.56,-0.19,-193.09
2.0,-1.95,-1,8.15,1.02,-54.43
0.32,-0.69,-1,14.57,-7.19,-78.5
0.22,-1.59,0,9.62,-12.19,-78.5
0.12,-0.34,1,18.76,4.23,44.69
0.71,-0.24,0,17.79,10.9,26.93
0.92,-0.04,0,13.16,16.36,50.42
1.15,-1.57,-2,4.0,-1.09,-138.66
0.19,-2.66,-1,-5.23,-0.78,-198.82
0.84,-1.11,0,18.17,1.48,-15.47
0.49,-3.04,-1,-6.06,2.17,-203.4
1.26,-0.14,0,8.24,19.27,64.17
2.43,-1.65,1,-1.78,16.34,101.99
0.26,-1.06,0,16.52,-8.24,-45.84
2.05,-2.32,0,10.27,2.48,-15.47
2.72,-0.86,0,-10.38,16.28,106.57
1.78,-2.52,1,10.48,3.93,14.9
1.62,-0.22,0,2.04,20.79,80.21
2.76,-0.99,-2,-1.07,7.87,-13.18
